playerID,name,id,player_api_id,player_name,player_fifa_api_id,birthday,height,weight
455,Artur Boruc,1000,30974,Artur Boruc,105846,1980-02-20 00:00:00,193.04,192
456,Simon Francis,9797,35515,Simon Francis,135883,1985-02-16 00:00:00,190.5,196
458,Steve Cook,10002,156013,Steve Cook,193011,1991-04-19 00:00:00,185.42,183
457,Tommy Elphick,10446,24625,Tommy Elphick,180635,1987-09-07 00:00:00,187.96,190
459,Charlie Daniels,1673,68237,Charlie Daniels,169638,1986-09-07 00:00:00,177.8,165
461,Matt Ritchie,7151,155913,Matt Ritchie,186395,1989-09-10 00:00:00,172.72,157
460,Andrew Surman,766,23629,Andrew Surman,172768,1986-08-20 00:00:00,177.8,161
462,Dan Gosling,2073,46810,Dan Gosling,184749,1990-02-02 00:00:00,182.88,174
466,Marc Pugh,6593,24381,Marc Pugh,166838,1987-04-02 00:00:00,180.34,159
465,Joshua King,5399,185236,Joshua King,185422,1992-01-15 00:00:00,180.34,163
468,Callum Wilson,1497,184321,Callum Wilson,196978,1992-02-27 00:00:00,180.34,146
957,Yann Kermorgant,10889,46470,Yann Kermorgant,170353,1981-11-08 00:00:00,182.88,185
472,Eunan O'Kane,3122,192780,Eunan O'Kane,197953,1990-07-10 00:00:00,172.72,185
662,Brad Guzan,1346,69650,Brad Guzan,164505,1984-09-09 00:00:00,193.04,209
674,Leandro Bacuna,6017,183500,Leandro Bacuna,198133,1991-08-21 00:00:00,187.96,170
665,Micah Richards,7332,24208,Micah Richards,169721,1988-06-24 00:00:00,180.34,183
875,Ciaran Clark,1833,161414,Ciaran Clark,183129,1989-09-26 00:00:00,187.96,168
961,Jordan Amavi,5229,473853,Jordan Amavi,219681,1994-03-09 00:00:00,175.26,154
677,Jordan Veretout,5250,261313,Jordan Veretout,201519,1993-03-01 00:00:00,175.26,146
672,Jordan Ayew,5230,154280,Jordan Ayew,197756,1991-09-11 00:00:00,182.88,179
890,Gabriel Agbonlahor,3612,23264,Gabriel Agbonlahor,164469,1986-10-13 00:00:00,180.34,174
679,Scott Sinclair,9548,23991,Scott Sinclair,169214,1989-03-25 00:00:00,177.8,152
899,Kieran Richardson,5830,30352,Kieran Richardson,138784,1984-10-21 00:00:00,175.26,152
671,Rudy Gestede,9298,107415,Rudy Gestede,187942,1988-10-10 00:00:00,193.04,190
600,Tim Howard,10301,31465,Tim Howard,16254,1979-03-06 00:00:00,190.5,194
585,Seamus Coleman,9552,77690,Seamus Coleman,180216,1988-10-11 00:00:00,177.8,170
587,Phil Jagielka,8588,23268,Phil Jagielka,53914,1982-08-17 00:00:00,182.88,183
586,John Stones,5117,263653,John Stones,203574,1994-05-28 00:00:00,187.96,165
589,James McCarthy,4592,101192,James McCarthy,188253,1990-11-12 00:00:00,180.34,159
590,Gareth Barry,3661,23782,Gareth Barry,6826,1981-02-23 00:00:00,182.88,174
595,Kevin Mirallas,5776,26151,Kevin Mirallas,172175,1987-10-05 00:00:00,182.88,154
592,Ross Barkley,9239,215384,Ross Barkley,199189,1993-12-05 00:00:00,187.96,168
596,Tom Cleverley,10371,160713,Tom Cleverley,189725,1989-08-12 00:00:00,175.26,148
594,Romelu Lukaku,9202,181276,Romelu Lukaku,192505,1993-05-13 00:00:00,190.5,207
598,Bryan Oviedo,1464,193859,Bryan Oviedo,198335,1990-02-18 00:00:00,172.72,143
824,Steven Naismith,10042,32705,Steven Naismith,163209,1986-09-14 00:00:00,177.8,159
564,Heurelho Gomes,4238,30455,Heurelho Gomes,135451,1981-02-15 00:00:00,190.5,181
581,Craig Cathcart,1930,40548,Craig Cathcart,180706,1989-02-06 00:00:00,187.96,161
577,Ikechi Anya,4364,24915,Ikechi Anya,169100,1988-01-03 00:00:00,167.64,159
570,Valon Behrami,10568,30966,Valon Behrami,161805,1985-04-19 00:00:00,185.42,172
572,Etienne Capoue,3111,41365,Etienne Capoue,178213,1988-07-11 00:00:00,187.96,176
574,Troy Deeney,10488,72436,Troy Deeney,183125,1988-06-29 00:00:00,182.88,198
571,Ben Watson,1176,22991,Ben Watson,160292,1985-07-09 00:00:00,177.8,152
578,Juan Carlos Paredes,5432,165773,Juan Carlos Paredes,207448,1987-07-08 00:00:00,177.8,159
573,Odion Ighalo,8084,101419,Odion Ighalo,185195,1989-06-16 00:00:00,177.8,170
745,Kasper Schmeichel,5666,37770,Kasper Schmeichel,163587,1986-11-05 00:00:00,185.42,168
747,Robert Huth,9031,38899,Robert Huth,137785,1984-08-18 00:00:00,190.5,194
748,Wes Morgan,10761,23571,Wes Morgan,136113,1984-01-21 00:00:00,185.42,205
757,Jeffrey Schlupp,4816,214570,Jeffrey Schlupp,200759,1992-12-23 00:00:00,177.8,159
753,Marc Albrighton,6578,139671,Marc Albrighton,183130,1989-11-18 00:00:00,175.26,148
784,Andy King,788,103419,Andy King,186578,1988-10-29 00:00:00,182.88,163
750,Riyad Mahrez,9000,278343,Riyad Mahrez,204485,1991-02-21 00:00:00,177.8,137
755,Jamie Vardy,4623,286119,Jamie Vardy,208830,1987-01-11 00:00:00,177.8,161
754,Shinji Okazaki,9748,20694,Shinji Okazaki,194365,1986-04-16 00:00:00,175.26,168
749,Christian Fuchs,1751,43061,Christian Fuchs,139313,1986-04-07 00:00:00,185.42,190
974,Yohan Benalouane,10943,94326,Yohan Benalouane,183288,1987-03-28 00:00:00,185.42,187
580,Costel Pantilimon,1926,103428,Costel Pantilimon,192613,1987-02-01 00:00:00,203.2,212
742,Billy Jones,1266,22964,Billy Jones,138722,1987-03-24 00:00:00,180.34,170
736,Younes Kaboul,10970,26108,Younes Kaboul,163418,1986-01-04 00:00:00,190.5,192
730,Patrick van Aanholt,8359,180330,Patrick van Aanholt,186190,1990-08-29 00:00:00,175.26,148
738,Lee Cattermole,6043,25150,Lee Cattermole,169607,1988-03-21 00:00:00,177.8,168
929,Adam Johnson,109,24159,Adam Johnson,165740,1987-07-14 00:00:00,175.26,139
740,Sebastian Larsson,9586,35443,Sebastian Larsson,164459,1985-06-06 00:00:00,177.8,154
733,Jack Rodwell,4513,109058,Jack Rodwell,183465,1991-03-11 00:00:00,187.96,157
781,Jeremain Lens,4842,42598,Jeremain Lens,178416,1987-11-24 00:00:00,177.8,161
735,Jermain Defoe,4871,30348,Jermain Defoe,50542,1982-10-07 00:00:00,170.18,154
930,Steven Fletcher,10027,32627,Steven Fletcher,164769,1987-03-26 00:00:00,185.42,168
1034,Adam Matthews,118,170593,Adam Matthews,193768,1992-01-13 00:00:00,177.8,157
785,John Ruddy,5114,40602,John Ruddy,163600,1986-10-24 00:00:00,193.04,212
926,Steven Whittaker,10058,32616,Steven Whittaker,122574,1984-06-16 00:00:00,185.42,192
821,Sebastien Bassong,9613,26209,Sebastien Bassong,172949,1986-07-09 00:00:00,187.96,161
788,Russell Martin,9325,24903,Russell Martin,162886,1986-01-04 00:00:00,182.88,161
791,Alexander Tettey,470,40100,Alexander Tettey,152567,1986-04-04 00:00:00,180.34,150
801,Graham Dorrans,3965,32734,Graham Dorrans,171321,1987-05-05 00:00:00,175.26,161
1011,Bradley Johnson,1349,24583,Bradley Johnson,152536,1987-04-28 00:00:00,177.8,150
467,Lewis Grabban,6125,37779,Lewis Grabban,172960,1988-01-12 00:00:00,182.88,172
1010,Gary Hooper,3684,35905,Gary Hooper,179574,1988-01-26 00:00:00,175.26,157
790,Nathan Redmond,7803,201664,Nathan Redmond,198719,1994-03-06 00:00:00,172.72,165
794,Cameron Jerome,1511,31953,Cameron Jerome,165191,1986-10-14 00:00:00,185.42,187
635,Alex McCarthy,422,119079,Alex McCarthy,189324,1989-12-03 00:00:00,193.04,174
510,Joel Ward,5056,146830,Joel Ward,186392,1989-10-29 00:00:00,187.96,183
511,Damien Delaney,2054,23030,Damien Delaney,159577,1981-07-29 00:00:00,190.5,196
512,Scott Dann,9536,23837,Scott Dann,157665,1987-02-14 00:00:00,190.5,172
522,Wilfried Zaha,10783,198510,Wilfried Zaha,198717,1992-11-10 00:00:00,180.34,146
633,James McArthur,4591,28901,James McArthur,171972,1987-10-07 00:00:00,177.8,141
516,Yohan Cabaye,10946,26160,Yohan Cabaye,167943,1986-01-14 00:00:00,175.26,157
514,Jason Puncheon,4695,35345,Jason Puncheon,152514,1986-06-26 00:00:00,172.72,157
632,Jordon Mutch,5262,149917,Jordon Mutch,186117,1991-12-02 00:00:00,187.96,179
882,Glenn Murray,3909,35523,Glenn Murray,172937,1983-09-25 00:00:00,185.42,185
519,Connor Wickham,1908,169721,Connor Wickham,191089,1993-03-31 00:00:00,187.96,198
515,Mile Jedinak,7573,8985,Mile Jedinak,181483,1984-08-03 00:00:00,187.96,172
518,Yannick Bolasie,10895,160194,Yannick Bolasie,189157,1989-05-24 00:00:00,185.42,185
680,Thibaut Courtois,10196,170323,Thibaut Courtois,192119,1992-05-11 00:00:00,198.12,194
682,Branislav Ivanovic,1365,31306,Branislav Ivanovic,178372,1984-02-22 00:00:00,185.42,201
699,Gary Cahill,3674,23783,Gary Cahill,164468,1985-12-19 00:00:00,193.04,190
917,John Terry,5120,30627,John Terry,13732,1980-12-07 00:00:00,187.96,198
697,Nemanja Matic,7841,115067,Nemanja Matic,191202,1988-08-01 00:00:00,193.04,185
700,Willian,10811,94086,Willian,180403,1988-08-09 00:00:00,175.26,165
692,Oscar,8203,128864,Oscar,188152,1991-09-09 00:00:00,177.8,148
701,Eden Hazard,2838,107417,Eden Hazard,183277,1991-01-07 00:00:00,172.72,163
802,Diego Costa,2619,19243,Diego Costa,179844,1988-10-07 00:00:00,187.96,187
935,Kurt Zouma,5938,281207,Kurt Zouma,204311,1994-10-27 00:00:00,190.5,187
694,Asmir Begovic,1032,46518,Asmir Begovic,172723,1987-06-20 00:00:00,200.66,183
706,Lukasz Fabianski,6411,30973,Lukasz Fabianski,164835,1985-04-18 00:00:00,190.5,183
718,Kyle Naughton,5952,111800,Kyle Naughton,186598,1988-11-11 00:00:00,180.34,161
709,Ashley Williams,1023,24948,Ashley Williams,163824,1984-08-23 00:00:00,182.88,201
710,Neil Taylor,7826,102356,Neil Taylor,173735,1989-02-07 00:00:00,177.8,165
769,Jonjo Shelvey,5217,127130,Jonjo Shelvey,189165,1992-02-27 00:00:00,182.88,183
714,Gylfi Sigurdsson,4087,157729,Gylfi Sigurdsson,184484,1989-09-09 00:00:00,185.42,170
715,Jefferson Montero,4806,52563,Jefferson Montero,186805,1989-09-01 00:00:00,170.18,141
719,Wayne Routledge,10750,38831,Wayne Routledge,54051,1985-01-07 00:00:00,170.18,170
963,Eder,2844,150026,Eder,189795,1987-12-22 00:00:00,187.96,179
712,Jack Cork,4507,46008,Jack Cork,169706,1989-06-25 00:00:00,185.42,152
982,Tim Krul,10304,24229,Tim Krul,170597,1988-04-03 00:00:00,193.04,181
764,Daryl Janmaat,2307,104482,Daryl Janmaat,188155,1989-07-22 00:00:00,185.42,176
941,Fabricio Coloccini,3218,30929,Fabricio Coloccini,48745,1982-01-22 00:00:00,182.88,183
849,Chancel Mbemba,1655,277761,Chancel Mbemba,210897,1994-08-08 00:00:00,182.88,181
943,Massadio Haidara,7023,240236,Massadio Haidara,201955,1992-12-02 00:00:00,180.34,165
768,Vurnon Anita,10714,109652,Vurnon Anita,183940,1989-04-04 00:00:00,167.64,143
767,Jack Colback,4504,160243,Jack Colback,193942,1989-10-24 00:00:00,175.26,154
772,Moussa Sissoko,7731,94550,Moussa Sissoko,183394,1989-08-16 00:00:00,187.96,183
771,Georginio Wijnaldum,3760,108038,Georginio Wijnaldum,181291,1990-11-11 00:00:00,175.26,163
851,Gabriel Obertan,3618,39968,Gabriel Obertan,178033,1989-02-26 00:00:00,185.42,183
774,Siem de Jong,9771,103899,Siem de Jong,186452,1989-01-28 00:00:00,185.42,176
773,Aleksandar Mitrovic,345,351860,Aleksandar Mitrovic,215716,1994-09-16 00:00:00,187.96,181
846,Maarten Stekelenburg,6446,30841,Maarten Stekelenburg,2147,1982-09-22 00:00:00,198.12,203
845,Maya Yoshida,7289,72665,Maya Yoshida,191648,1988-08-24 00:00:00,187.96,172
884,Matt Targett,7152,538112,Matt Targett,218659,1995-09-18 00:00:00,182.88,154
836,Victor Wanyama,10627,166676,Victor Wanyama,188942,1991-06-25 00:00:00,187.96,168
883,Steven Davis,10022,23792,Steven Davis,151508,1985-01-01 00:00:00,172.72,159
840,Dusan Tadic,2812,94267,Dusan Tadic,199434,1988-11-20 00:00:00,180.34,168
844,Jay Rodriguez,4750,109491,Jay Rodriguez,169792,1989-07-29 00:00:00,185.42,154
839,Shane Long,9730,23293,Shane Long,169216,1987-01-22 00:00:00,180.34,179
832,Cuco Martina,2004,149855,Cuco Martina,204519,1989-09-25 00:00:00,182.88,159
491,Petr Cech,8580,30859,Petr Cech,48940,1982-05-20 00:00:00,195.58,198
967,Mathieu Debuchy,7099,26154,Mathieu Debuchy,158626,1985-07-28 00:00:00,177.8,168
507,Per Mertesacker,8546,35606,Per Mertesacker,53612,1984-09-29 00:00:00,198.12,198
494,Laurent Koscielny,6005,46539,Laurent Koscielny,165229,1985-09-10 00:00:00,185.42,165
495,Nacho Monreal,7773,38521,Nacho Monreal,177604,1986-02-26 00:00:00,177.8,159
504,Aaron Ramsey,15,75489,Aaron Ramsey,186561,1990-12-26 00:00:00,177.8,154
497,Francis Coquelin,3484,159594,Francis Coquelin,189271,1991-05-13 00:00:00,177.8,163
966,Alex Oxlade-Chamberlain,425,196386,Alex Oxlade-Chamberlain,198784,1993-08-15 00:00:00,175.26,154
502,Olivier Giroud,8137,46469,Olivier Giroud,178509,1986-09-30 00:00:00,193.04,194
503,Theo Walcott,10177,31013,Theo Walcott,164859,1989-03-16 00:00:00,175.26,150
530,James Tomkins,4600,109897,James Tomkins,173546,1989-03-29 00:00:00,190.5,163
529,Winston Reid,10827,35110,Winston Reid,176285,1988-07-03 00:00:00,190.5,192
534,Aaron Cresswell,2,155782,Aaron Cresswell,189615,1989-12-15 00:00:00,170.18,146
533,Mark Noble,6881,37169,Mark Noble,152879,1987-05-08 00:00:00,180.34,168
543,Reece Oxford,8840,575789,Reece Oxford,225908,1998-12-16 00:00:00,190.5,157
656,Diafra Sakho,2592,192899,Diafra Sakho,193554,1989-12-24 00:00:00,182.88,174
536,Dimitri Payet,2671,25496,Dimitri Payet,177388,1987-03-29 00:00:00,175.26,170
1029,Modibo Maiga,7641,91560,Modibo Maiga,183811,1987-09-03 00:00:00,185.42,176
1028,Kevin Nolan,5780,23933,Kevin Nolan,51394,1982-06-24 00:00:00,182.88,194
856,Jack Butland,4502,288880,Jack Butland,203042,1993-03-10 00:00:00,195.58,209
944,Glen Johnson,3905,34036,Glen Johnson,137782,1984-08-23 00:00:00,182.88,154
860,Marc Muniesa,6589,173382,Marc Muniesa,192766,1992-03-27 00:00:00,177.8,159
859,Geoff Cameron,3734,119541,Geoff Cameron,186672,1985-07-01 00:00:00,190.5,185
887,Erik Pieters,3081,37194,Erik Pieters,178567,1988-08-07 00:00:00,182.88,190
862,Glenn Whelan,3912,23253,Glenn Whelan,163303,1984-01-13 00:00:00,180.34,176
946,Marco van Ginkel,6746,199291,Marco van Ginkel,199767,1992-12-01 00:00:00,185.42,181
863,Jonathan Walters,5207,33881,Jonathan Walters,138436,1983-09-20 00:00:00,182.88,174
873,Charlie Adam,1671,39109,Charlie Adam,155976,1985-12-10 00:00:00,185.42,181
864,Ibrahim Afellay,4308,26434,Ibrahim Afellay,158372,1986-04-02 00:00:00,180.34,168
868,Mame Biram Diouf,6515,72735,Mame Biram Diouf,187084,1987-12-16 00:00:00,185.42,174
1007,Steve Sidwell,10012,23283,Steve Sidwell,134941,1982-12-14 00:00:00,177.8,176
858,Philipp Wollscheid,8605,200962,Philipp Wollscheid,198202,1989-03-06 00:00:00,193.04,194
1001,Peter Odemwingie,8568,25550,Peter Odemwingie,137671,1981-07-15 00:00:00,182.88,163
487,Simon Mignolet,9805,37868,Simon Mignolet,173426,1988-08-06 00:00:00,193.04,192
603,Nathaniel Clyne,7808,157838,Nathaniel Clyne,190456,1991-04-05 00:00:00,175.26,148
602,Dejan Lovren,2511,114268,Dejan Lovren,195086,1989-07-05 00:00:00,187.96,185
607,Martin Skrtel,6993,22764,Martin Skrtel,166706,1984-12-15 00:00:00,190.5,179
987,Joseph Gomez,5383,568571,Joseph Gomez,225100,1997-05-23 00:00:00,185.42,170
489,James Milner,4596,38807,James Milner,138412,1986-01-04 00:00:00,175.26,154
605,Jordan Henderson,5234,156008,Jordan Henderson,183711,1990-06-17 00:00:00,182.88,148
481,Jordon Ibe,5261,280653,Jordon Ibe,205540,1995-12-08 00:00:00,175.26,179
488,Philippe Coutinho,8608,184536,Philippe Coutinho,189242,1992-06-12 00:00:00,170.18,150
486,Adam Lallana,112,37234,Adam Lallana,180819,1988-05-10 00:00:00,172.72,161
606,Christian Benteke,1740,148315,Christian Benteke,184111,1990-12-03 00:00:00,190.5,183
482,Roberto Firmino,9066,242709,Roberto Firmino,201942,1991-10-02 00:00:00,180.34,168
604,Emre Can,3017,307021,Emre Can,208333,1994-01-12 00:00:00,187.96,181
820,Boaz Myhill,1291,23021,Boaz Myhill,51261,1982-11-09 00:00:00,190.5,203
819,James Chester,4580,163200,James Chester,186130,1989-01-23 00:00:00,180.34,174
664,Joleon Lescott,5131,33086,Joleon Lescott,138726,1982-08-16 00:00:00,187.96,196
804,Craig Dawson,1934,169162,Craig Dawson,194806,1990-05-06 00:00:00,187.96,187
904,Chris Brunt,1703,23257,Chris Brunt,52306,1984-12-14 00:00:00,187.96,187
812,Craig Gardner,1938,25075,Craig Gardner,178487,1986-11-25 00:00:00,175.26,179
990,James Morrison,4597,24171,James Morrison,162981,1986-05-25 00:00:00,177.8,141
809,Darren Fletcher,2291,24148,Darren Fletcher,138782,1984-02-01 00:00:00,182.88,163
814,James McClean,4593,175947,James McClean,198489,1989-04-22 00:00:00,180.34,154
811,Saido Berahino,9378,239807,Saido Berahino,204289,1993-08-04 00:00:00,180.34,183
816,Rickie Lambert,8981,39225,Rickie Lambert,13879,1982-02-16 00:00:00,187.96,170
880,Callum McManaman,1493,172841,Callum McManaman,190852,1991-04-25 00:00:00,175.26,157
808,Claudio Yacob,1871,113968,Claudio Yacob,183893,1987-07-18 00:00:00,180.34,161
818,Victor Anichebe,10604,25666,Victor Anichebe,169527,1988-04-23 00:00:00,185.42,176
609,Joe Hart,5035,31432,Joe Hart,150724,1987-04-19 00:00:00,195.58,201
625,Bacary Sagna,1077,26111,Bacary Sagna,163419,1983-02-14 00:00:00,175.26,159
612,Vincent Kompany,10645,39027,Vincent Kompany,139720,1986-04-10 00:00:00,193.04,187
626,Eliaquim Mangala,2919,156551,Eliaquim Mangala,190531,1991-02-13 00:00:00,187.96,185
621,Aleksandar Kolarov,340,16351,Aleksandar Kolarov,185103,1985-11-10 00:00:00,187.96,183
614,Fernandinho,3310,171899,Fernandinho,180281,1985-11-25 00:00:00,170.18,146
614,Fernandinho,3311,40196,Fernandinho,135507,1985-05-04 00:00:00,175.26,148
3895,Fernandinho,3310,171899,Fernandinho,180281,1985-11-25 00:00:00,170.18,146
3895,Fernandinho,3311,40196,Fernandinho,135507,1985-05-04 00:00:00,175.26,148
617,David Silva,2413,37459,David Silva,168542,1986-01-08 00:00:00,170.18,148
618,Raheem Sterling,8779,246575,Raheem Sterling,202652,1994-12-08 00:00:00,170.18,152
622,Wilfried Bony,10778,143365,Wilfried Bony,189963,1988-12-10 00:00:00,182.88,198
877,Samir Nasri,9428,26181,Samir Nasri,165239,1987-06-26 00:00:00,175.26,165
323,Adnan Januzaj,157,449241,Adnan Januzaj,208330,1995-02-05 00:00:00,182.88,165
842,Oriol Romeu,8180,212470,Oriol Romeu,199576,1991-09-24 00:00:00,182.88,183
843,James Ward-Prowse,4604,279490,James Ward-Prowse,205569,1994-11-01 00:00:00,172.72,146
591,Gerard Deulofeu,3771,251925,Gerard Deulofeu,202477,1994-03-13 00:00:00,177.8,161
977,Tyias Browning,10499,419196,Tyias Browning,200741,1994-05-27 00:00:00,180.34,168
732,Yann M'Vila,10890,109330,Yann M'Vila,187052,1990-06-29 00:00:00,182.88,176
919,Duncan Watmore,2805,520230,Duncan Watmore,216268,1994-03-08 00:00:00,175.26,159
796,Gary O'Neil,3695,24393,Gary O'Neil,53593,1983-05-18 00:00:00,172.72,134
783,Nathan Dyer,7798,23305,Nathan Dyer,173436,1987-11-29 00:00:00,167.64,137
830,Leon Britton,6080,23882,Leon Britton,140415,1982-09-16 00:00:00,167.64,143
765,Steven Taylor,10053,24228,Steven Taylor,159034,1986-01-23 00:00:00,185.42,201
915,Rolando Aarons,9157,570431,Rolando Aarons,222513,1995-11-16 00:00:00,175.26,148
637,Hugo Lloris,4272,26295,Hugo Lloris,167948,1986-12-26 00:00:00,187.96,172
865,Marko Arnautovic,6898,110148,Marko Arnautovic,184200,1989-04-19 00:00:00,193.04,183
867,Stephen Ireland,9985,24213,Stephen Ireland,170570,1986-08-22 00:00:00,172.72,146
866,Joselu,5375,172321,Joselu,173608,1990-03-27 00:00:00,193.04,176
866,Joselu,5376,205307,Joselu,199490,1991-03-03 00:00:00,177.8,161
569,Almen Abdi,544,25816,Almen Abdi,138698,1986-10-21 00:00:00,182.88,165
744,Steven Berghuis,10017,209786,Steven Berghuis,200260,1991-12-19 00:00:00,182.88,154
805,Jonas Olsson,5153,26527,Jonas Olsson,45842,1983-03-10 00:00:00,193.04,185
806,Gareth McAuley,3662,32441,Gareth McAuley,109852,1979-12-05 00:00:00,195.58,196
938,Carl Jenkinson,1522,214685,Carl Jenkinson,200841,1992-02-08 00:00:00,185.42,170
535,Manuel Lanzini,6552,210276,Manuel Lanzini,188988,1993-02-15 00:00:00,170.18,146
822,Patrick Bamford,8333,302241,Patrick Bamford,206534,1993-09-05 00:00:00,185.42,157
545,Kieran Gibbs,5827,78513,Kieran Gibbs,186115,1989-09-26 00:00:00,177.8,154
970,Mikel Arteta,7544,24011,Mikel Arteta,45119,1982-03-26 00:00:00,175.26,141
936,Ramires,8788,79574,Ramires,184943,1987-03-24 00:00:00,180.34,154
1089,Juan Cuadrado,5437,155066,Juan Cuadrado,193082,1988-05-26 00:00:00,177.8,157
608,Alberto Moreno,300,314605,Alberto Moreno,205566,1992-07-05 00:00:00,170.18,143
975,Lee Tomlin,6054,22045,Lee Tomlin,172904,1989-01-12 00:00:00,180.34,163
825,Adam Smith,129,160447,Adam Smith,190885,1991-04-29 00:00:00,180.34,179
942,Florian Thauvin,3432,254308,Florian Thauvin,204970,1993-01-26 00:00:00,177.8,154
888,Xherdan Shaqiri,10871,176300,Xherdan Shaqiri,193348,1991-10-10 00:00:00,170.18,159
729,John O'Shea,5107,24150,John O'Shea,3484,1981-04-30 00:00:00,190.5,185
520,Bakary Sako,1086,46417,Bakary Sako,179613,1988-04-26 00:00:00,182.88,198
743,Dwight Gayle,2818,363340,Dwight Gayle,205670,1990-10-20 00:00:00,177.8,161
675,Jack Grealish,4508,312765,Jack Grealish,206517,1995-09-10 00:00:00,175.26,150
540,Darren Randolph,2299,37780,Darren Randolph,169697,1987-05-12 00:00:00,185.42,176
993,Serge Gnabry,9658,385437,Serge Gnabry,206113,1995-07-14 00:00:00,172.72,161
685,John Obi Mikel,5108,32345,John Obi Mikel,164477,1987-04-22 00:00:00,187.96,183
876,Fabian Delph,3154,78324,Fabian Delph,183427,1989-11-21 00:00:00,175.26,132
948,Alessandro Diamanti,375,41475,Alessandro Diamanti,163925,1983-05-02 00:00:00,180.34,165
953,Steven Caulker,10020,176889,Steven Caulker,193504,1991-12-29 00:00:00,190.5,170
508,Calum Chambers,1499,425255,Calum Chambers,205989,1995-01-20 00:00:00,182.88,146
493,Gabriel,3625,257757,Gabriel,187200,1989-10-15 00:00:00,185.42,185
493,Gabriel,3626,265273,Gabriel,201931,1992-09-27 00:00:00,193.04,198
1132,Gabriel,3625,257757,Gabriel,187200,1989-10-15 00:00:00,185.42,185
1132,Gabriel,3626,265273,Gabriel,201931,1992-09-27 00:00:00,193.04,198
1521,Gabriel,3625,257757,Gabriel,187200,1989-10-15 00:00:00,185.42,185
1521,Gabriel,3626,265273,Gabriel,201931,1992-09-27 00:00:00,193.04,198
5613,Gabriel,3625,257757,Gabriel,187200,1989-10-15 00:00:00,185.42,185
5613,Gabriel,3626,265273,Gabriel,201931,1992-09-27 00:00:00,193.04,198
475,Lucas Leiva,6286,95327,Lucas Leiva,176266,1987-01-09 00:00:00,177.8,161
945,Marc Wilson,6604,47418,Marc Wilson,166919,1987-08-17 00:00:00,187.96,176
855,Cristian Gamboa,1965,114076,Cristian Gamboa,198553,1989-10-24 00:00:00,175.26,148
663,Alan Hutton,256,32870,Alan Hutton,139533,1984-11-30 00:00:00,185.42,161
670,Carles Gil,1527,358289,Carles Gil,210930,1992-11-02 00:00:00,170.18,143
739,Ola Toivonen,8102,39139,Ola Toivonen,176794,1986-07-03 00:00:00,187.96,179
688,Ruben Loftus-Cheek,9275,604982,Ruben Loftus-Cheek,213666,1996-01-23 00:00:00,190.5,183
689,Kenedy,5702,467354,Kenedy,215639,1996-02-08 00:00:00,182.88,170
517,Joe Ledley,5037,22929,Joe Ledley,165190,1987-01-21 00:00:00,182.88,161
